Internal_ID;Short_title;Article_code;EAN;SKU;NL_Geschikt_voor;NL_Resolutie;NL_Helderheid;NL_Contrast;NL_Projectieverhouding_Throw_Ratio;NL_Projectietechnologie;NL_Branduren_gemiddeld;NL_Keystone_Opties;NL_Smart_functies;NL_Beeldverhouding_Aspect_Ratio;NL_Connectiviteit;NL_Input_Lag;NL_Geluidsniveau;NL_WIFI;NL_Afmetingen;NL_Minimale_Schermgrootte_Diagonaal;NL_Maximale_Schermgrootte_Diagonaal;NL_Gewicht;NL_Garantie;NL_plus;NL_min
160470143;"Epson EH-LS670B - 4K - 3600 Lumen - Laser";LS670W-Zwart;8715946742663;EPS-V11HB82140;"Home Cinema, Woonkamer";"3840×2160 met pixelshift 4K PRO-UHD";"3600 ANSI Lumen";"5.000.000:1 (Ultra hoog)";"0,25 – 0,62:1 (Ultra Short Throw)";"3LCD Laser";"20.000 uur";"Automatische uitlijning, 4-punts correctie, Arc Correction, Quick Corner";"Google TV, Bluetooth, WiFi";16:9;"2× HDMI (HDCP 2.3, ARC/eARC), 2× USB-A, USB-B service, Bluetooth, WiFi, Digitale coax-audio-uitgang";"Automatische Lage Latentiemodus (ALLM) – lage inputlag (gaming geschikt)";29dB;Ja;"46,7 × 40 × 15,3cm";;"120 inch";7,4Kg;"60 maanden of 12.000 uur";"Google TV & Chromecast voor direct streamen";"Voor het beste beeld bij omgevingslicht adviseren wij een UST ALR-scherm"
160601207;"Epson EH-LS670W - 4K - 3600 Lumen - Laser";"LS123- LS670 Wit";8715946742656;EPS-V11HB82040;"Home Cinema, Woonkamer, Gaming,";"3840×2160 met pixelshift 4K PRO-UHD";"3600 Lumen";"5.000.000:1 (Ultra hoog)";"0,25 – 0,62:1 (Ultra Short Throw)";3LCD;"20.000 uur";"Automatische uitlijning, 4-punts correctie, Arc Correction, Quick Corner";"Google TV, Chromecast ingebouwd, Google Assistant, Bluetooth, WiFi";16:9;"2× HDMI (HDCP 2.3, ARC/eARC), 2× USB-A, USB-B service, Bluetooth, WiFi, Digitale coax-audio-uitgang";"Automatische Lage Latentiemodus (ALLM) – lage inputlag (gaming geschikt)";29dB;Ja;"46,7 × 40 × 15,3cm";;;7,4Kg;"60 maanden of 12.000 uur";"Google TV & Chromecast voor direct streamen";"Geen 3D-ondersteuning"
160602868;"Lumenix NEO Zwart - Full HD ";NEO123-Zwart;8721161854142;AIR;"Home cinema, slaapkamer, mobiele beamer";"1920 x 1080 (Full HD)";"300 Lumen";-;"LED projector (Full HD)";;"50.000 uur";"Automatische 4D keystone-correctie";"Android 13, Google Play Store, Netflix, Disney+, YouTube, Prime Video, screen mirroring (AirPlay/Miracast), Bluetooth";16:9;"1x HDMI, 1x USB, 1x AUX, Wi-Fi 6, Bluetooth";-;Fluisterstil;"Ja, Wi-Fi 6";"20 x 10,7 x 10,5 cm";;;"980 g";"24 Maanden";"Stofvrij ontwerp met zijopening voor reiniging";"Lage helderheid (300 ANSI lumen – alleen geschikt voor donkere ruimtes)"
160603835;"Lumenix AIR - Full HD - 500 lumen - Wit";Lumenix123-Wit;8721161854166;AIR;"Home cinema, slaapkamer, mobiel ";"1920 × 1080 (Full HD)";"500  Lumen";2000:1;1.3:1;"LED (Full HD)";"30.000 uur";"Automatische keystone-correctie";"Movin OS 2.0, Netflix, Disney+, Prime Video, YouTube, app store, WiFi streaming, Bluetooth audio";16:9;"HDMI, USB, 3.5mm audio, USB-C voeding, WiFi 6, Bluetooth 5.2";-;"stil in gebruik";"Ja, WiFi 6";"13,5 × 11,7 × 19,5 cm";;;"1,1 kg";"24 Maanden";"Automatische focus en keystone-correctie";"500 ANSI lumen vereist verduisterde ruimte voor beste beeldkwaliteit"
160605345;"XGIMI Horizon 20 - 4K - 3200 ISO - Google TV";"XGIMIHorizon- 3200 ISO";6935670509369;XR13A;"High-end home cinema, gaming, films & series";"4K Ultra HD (3840 × 2160)";"3200 ISO lumen";20.000:1;"1.2 – 1.5:1";"DLP met RGB Triple Laser";"20.000 uur (laserlichtbron)";"Autofocus, automatische keystone-correctie, lens shift (V ±20%, H ±45%), optische zoom";"Google TV, Chromecast, Google Assistant, appstore (Netflix, Disney+, Prime Video, YouTube e.a.)";16:9;"2× HDMI (waarvan 1× eARC), 1× USB 3.0, 1× USB 2.0, Optical out, 3,5 mm audio, WiFi 6, Bluetooth 5.2";"1 ms (1080p/240 Hz), 2,2 ms (1080p/120 Hz), 3 ms (4K/60 Hz) – zeer geschikt voor gaming";"28 dB";"Ja, WiFi 6";"24,9 × 29,8 × 19 cm";;;"4,8 Kg";"24 Maanden";"1 ms input lag en hoge verversingssnelheden, ideaal voor veeleisende gamers";"Geen Ultra Short Throw-lens; heeft enige afstand tot het scherm nodig"
160606430;"XGIMI Horizon 20 Pro - 4K - 4100 ISO - Google TV";"XGIMIHorizon- 4100 ISO";6935670509246;XR14A;"Home cinema, gaming, sport";"4K UHD (3840×2160)";"4100 ISO lumen";20.000:1;"1.2 – 1.5 : 1";"DLP + RGB Triple Laser";"20.000 uur";"Auto-keystone, lens shift, optische zoom";"Google TV, Chromecast, Assistant, app store";16:9;"2× HDMI (eARC), USB 3.0, USB 2.0, Audio out, Optical out, WiFi 6, Bluetooth 5.2";"1 ms (1080p/240 Hz), 2.2 ms (1080p/120 Hz), 3 ms (4K/60 Hz)";"28 dB";"Ja – WiFi 6";"24,9 × 29,8 × 19 cm";;;"4,8 Kg";"24 Maanden";"Harman Kardon speakers met Dolby & DTS";"Geen UST (heeft ruimte nodig)"
160607091;"XGIMI Horizon 20 Max - 4K - 5700 ISO - Google TV";"XGIMIHorizon- 5700 ISO";6935670509895;XR16A;"Home Cinema, Gaming, Streaming, Grote woonkamers, Lichte ruimtes";"4K UHD (3840×2160) – 4K PRO Laser";"5700 ISO Lumen";20.000:1;"1.2 – 1.5 : 1";"RGB Triple Laser (40 laserchips)";"20.000 uur (Laser)";"Automatisch, 4-punts, ISA 3.0, Screen Alignment, Obstacle Avoidance";"Google TV, Chromecast Built-in, Google Assistant, Netflix/Disney+/Prime Video apps";16:9;"2× HDMI (1× eARC), 2× USB 3.0, WiFi 6, Bluetooth 5.2";"1 ms (1080p/240Hz) 2,2 ms (1080p/120Hz) 3 ms (4K/60Hz)";30dB;"Ja, WiFi 6";"26x27x16 cm";;"300 inch";6,5Kg;"24 Maanden";"IMAX Enhanced & Dolby Vision ondersteuning";"Geen Ultra Short Throw – heeft meer projectieafstand nodig"
160611033;"XGIMI MoGo 4 LED - FHD - 450 ISO - Google TV";;6935670507358;WK08K;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"450 ISO Lumen";"1.000:1 ";1.2:1;LED;30.000;"Horizontale en verticale keystone";✅;16:9;"Full-size HDMI (ARC; EDID 1.4/2.0 selectable); USB-C power";"20 ms";"26 dB";Ja;"376 x 506 x 201 mm";;;"4,9 Kg";"24 Maanden";"Google TV met ingebouwde App Store & Chromecast";"In hele lichte ruimte minder goed "
160642192;"Lumenix NEO - Wit";NEO123-Wit;8721161854135;AIR;"Home cinema, slaapkamer, mobiele beamer";"1920 x 1080 (Full HD)";"300 Lumen";-;"LED projector (Full HD)";;"50.000 uur";"Automatische 4D keystone-correctie";"Android 13, Google Play Store, Netflix, Disney+, YouTube, Prime Video, screen mirroring (AirPlay/Miracast), Bluetooth";16:9;"1x HDMI, 1x USB, 1x AUX, Wi-Fi 6, Bluetooth";-;Fluisterstil;"Ja, Wi-Fi 6";"20 x 10,7 x 10,5 cm";;;"980 g";"24 Maanden";"Stofvrij ontwerp met zijopening voor reiniging";"Lage helderheid (300 ANSI lumen – alleen geschikt voor donkere ruimtes)"
160960898;"JMGO O2S Ultra";JA1-8T2;6959422615948;;"Home Cinema";"3840 x 2160    4K UHD";"3600 ISO Lumen";"3000000 : 1";"0,16 : 1 (Ultra Short Throw)";"MALC™ RGB Pure Triple Laser 3.0 (DLP)";"Tot 30.000 uur (laserlichtbron)";"Automatische en handmatige keystone-correctie";"Google TV, Google Assistant, Chromecast ingebouwd";16:9;"HDMI, USB, Bluetooth, Wi-Fi";"Laag (geschikt voor casual gaming)";"26 dB";"Ja Wifi 6";31,2x29x14;;;4,5Kg;"24 Maanden";"Compact & stijlvol design – past op vrijwel elk tv-meubel";"Minder geschikt voor competitief gamen"
161214312;"XGIMI MoGo 4 Laser - FHD - 550 ISO - Google TV";WK03K;6935670507495;WK03K;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"550 ISO Lumen";"1.000:1 ";1.2:1;"Laser lichtbron met lange levensduur (30.000 uur)";30.000;"Horizontale en verticale keystone";✅;16:9;"Full-size HDMI (ARC; EDID 1.4/2.0 selectable); USB-C power";"20 ms";"26 dB";Ja;"376 x 506 x 201 mm";;;"4,9 Kg";"24 Maanden";"Google TV met ingebouwde App Store & Chromecast";"In hele lichte ruimte minder goed "
161262104;"Epson EB-FH18 - FHD - 4000 Lumen";8715946738598;8715946738598;EPS-V11HB59240;"Onderwijs, zakelijk gebruik, presentaties, vergaderruimtes";"1920 x 1080    Full HD";"4000 ANSI Lumen";"16.000 : 1";"1.30 – 2.09 : 1";3LCD;"5.500 uur (normaal) 12.000 uur (eco-modus)";"Horizontaal ±30° Verticaal ±30°";"Geen Smart TV,  Draadloos presenteren via Wi-Fi & Miracast";"16 : 9";"2× HDMI Wi-Fi (802.11 a/b/g/n/ac) Miracast USB Type-B (service)";"Geschikt voor presentaties, niet voor competitief gamen";"37 dB";Ja;31x29x11cm;;;"3,1 Kg";"24 Maanden";"Wi-Fi & Miracast voor draadloos presenteren";"Geen Smart TV-functionaliteiten"
161263031;"Epson EH-TW840 - FHD - 4000 Lumen";8715946738604;8715946738604;EPS-V11HB63040;"Home Cinema";"1920 x 1080    Full HD";"4000 ANSI Lumen";"16.000 : 1";"1.21 – 1.45 : 1";3LCD;"6.000 uur (normaal) 12.000 uur (eco-modus)";"Horizontaal ±30° Verticaal ±30°";"Geen Smart TV Geen ingebouwde streamingapps";"16 : 9";"2× HDMI USB Type-B (service)";"Geschikt voor casual gaming, niet voor competitief gamen";"37 dB";Nee;"30x26x10 cm";;;"2,7 Kg";"24 Maanden ";"Compact en licht ontwerp";"Geen Wi-Fi of smart functies"
161279840;"Optoma UHZ35";11488871;5055387668898;11488871;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"3500 ANSI Lumen";"2.000.000:1 ";1.6:1;Laser;30.000;"horizontaal + verticaal, +/-30°.";⛔;16:9;"2x HDMI 2.0 input - 1.5A USB Type A - 3.5mm stereo minijack output - RS-232C ";"4,4 ms";"28 dB";"Nee (middels Dongle of Chromecast)";"27x21x11 cm";;;"3,0 Kg";"36 Maanden";"Milieu vriendelijk ontwerp";"Geen HDMI kabel meegeleverd"
161308705;"Epson EB-L260F";EPS-V11HA69080;8715946715452;EPS-V11HA69080;"Kantoor, School en Thuis";"1920 x 1080 FULL HD";"4600 ANSI Lumen";"5.000.000:1 ";"1.35:1 tot 2.2:1";"Laser lichtbron met lange levensduur (30.000 uur)";30.000;"Horizontaal 40 °,  Verticaal 40 °.";"Wifi ";"16:10 - 16:9";"USB, RS-232C, Ethernet, Wi-Fi Direct, VGA, HDMI, Miracast";"42 ms";"30 dB";Ja;"25x29x09 cm";;;"4,2 Kg";"24 Maanden";"Grote throw ratio voor eenvoudige plaatsing";Geen
161328516;"Anker Nebula Capsule 3 Laser - Full HD - 300 ANSI Lumen";ANK-D2426212;194644112257;ANK-D2426212;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"300 ANSI Lumen";"500:1 ";1.2:1;"DLP Laser";30.000;"Horizontale en verticale keystone tot 40°";"Smart Beamer met Apps en Mirror Functie";16:9;"1x HDMI 2.1, 1x USB-C, WiFi, Bluetooth";"87 ms";"26 dB";Ja;"83 × 83 × 170 mm";;"120 inch";"900 gram";"24 Maanden";"Google TV met populaire streamingapps";"300 ANSI lumen – komt het beste tot zijn recht in een verduisterde ruimte"
161372927;"Epson EB-L790SU - WUXGA - 7000 Lumen - Laser";;8715946737997;EPS-V11HB30040;"Grote Zalen en Evenementen";"1920 x 1200 WUXGA";"7000 ANSI Lumen";"5.000.000:1 ";"0.79 : 1 tot 1.36 : 1";"Laser lichtbron met lange levensduur (30.000 uur)";30.000;"Horizontaal 40 °,  Verticaal 40 °.";"Ja (Apps middels Dongle of Chromecast)";16:10;"USB 2.0-A (2x), USB 2.0 Type B (Service Only), RS-232C, Ethernet interface (100 Base-TX / 10 Base-T), Wireless LAN IEEE 802.11a/b/g/n/ac, HDMI out, HDBaseT, Miracast, HDMI (HDCP 2.3) (2x), Jack plug out, Near Field Communication (NFC)";"62 ms";"29 dB";Ja;"44x36x15 cm";;;"9,2 Kg";"36 Maanden";"Veelzijdige aansluitmogelijkheden";"Geen HDMI kabel meegeleverd"
161373535;"Epson EB-L695SE - WUXGA - 6000 Lumen - Laser";;8715946737911;EPS-V11HB36180;"Zakelijk, Onderwijs, Grote zalen";"WUXGA (1920 × 1200) met 4K Enhancement";"6000 ANSI Lumen";5.000.000:1;"0,50 – 0,70:1 (short throw)";"3LCD Laser";"20.000 u (Normaal) / 30.000 u (Eco)";"±30° verticaal & horizontaal, Corner Focus, Quick Corner";"iProjection-app, Netwerkprojectie, Webbeheer, Split Screen";"16:10 ondersteunt 16:9";"2× HDMI (HDCP 2.3), HDBaseT, LAN, RS-232, 2× USB-A, USB-B (service), NFC, optioneel Wi-Fi";n.v.t.;36dB;"Optioneel (via module)";"44x37x16 cm";;;9,3Kg;"36 Maanden";"Uitgebreide aansluitmogelijkheden (HDBaseT, LAN, HDMI, USB)";"Geen native 4K-resolutie (werkt met 4K Enhancement)"
161373666;"BenQ LK835ST";BNQ-9H.JT577.13E;4718755095436;BNQ-9H.JT577.13E;"Home Cinema & Zakelijk";"3840 x 2160    4K UHD";"4000 ANSI Lumen";"20.000:1 ";" 0.69 – 0.83 : 1";"Single Laser";30.000;"Horizontale en verticale keystone";"Ja (Apps middels Dongle of Chromecast)";"16:9 - 16:10";;;30dB;Ja;"30x23x12 cm";;;"3,4 Kg";"24 Maanden";"Veel dynamische kleuren";geen
161374130;"Anker Nebula Mars 3";;194644135683;ANK-D2333211;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"1000 ANSI Lumen";"400:1 ";"1.2 : 1";DLP;25.000;"Auto Keystone & Scherpstellen ";ja;16:9;"HDMI 2.1/ARC, USB-A, USB-C, and a 3.5mm AUX-Out";"27 ms";"30 dB";Ja;"26x25x16 cm";;;4,5Kg;"24 Maanden";"Android TV 11 voor directe toegang tot apps";"Gebruik in daglicht laat te wensen over"
161687427;"Epson EB-L265F - Full HD - 4600 ANSI Lumen";" EPS-V11HA72180";8715946715490;" EPS-V11HA72180";"Kantoor, School en Thuis";"1920 x 1080 FULL HD";"4600 ANSI Lumen";"5.000.000:1 ";"1.35:1 tot 2.2:1";"Laser lichtbron met lange levensduur (30.000 uur)";30.000;"Horizontaal 40 °,  Verticaal 40 °.";"Wifi ";"16:10 - 16:9";"USB, RS-232C, Ethernet, Wi-Fi Direct, VGA, HDMI, Miracast";"42 ms";"30 dB";Ja;"25x29x09 cm";"70 inch";"200 inch";"4,2 Kg";"24 Maanden";"Grote throw ratio voor eenvoudige plaatsing";Geen
161699036;"Lumenix AIR - Full HD - 500 lumen - Zwart";Lumenix123-Zwart;8721161854258;"AIR zwart ";"Home cinema, slaapkamer, mobiel ";"1920 × 1080 (Full HD)";"500  Lumen";2000:1;1.3:1;"LED (Full HD)";"30.000 uur";"Automatische keystone-correctie";"Google TV, Netflix, Disney+, Prime Video, YouTube, app store, WiFi streaming, Bluetooth audio";16:9;"HDMI, USB, 3.5mm audio, USB-C voeding, WiFi 6, Bluetooth 5.2";-;"stil in gebruik";"Ja, WiFi 6";"13,0 x 14,1 x 19,5 cm";"70 inch";"200 inch";"1,4 kg";"24 Maanden";"Automatische focus en keystone-correctie";"500 ANSI lumen vereist verduisterde ruimte voor beste beeldkwaliteit"
161762231;"XGIMI Vibe One Pro - Full HD - 200 ISO - Google TV";WM03H;6935670510051;WM03H;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"250 ISO Lumen";"1.500:1 ";1.3:1;"LED-lichtbron met lange levensduur tot 30.000 uur";30000;"Automatische keystone-correctie en autofocus";Ja;16:9;"1 × HDMI (ARC), 1 × USB-A 2.0 (media/voeding) en 1 × USB-C (input).";"10 ms";"28 dB";Ja;"28,6 × 11,5 × 13,5 cm";"70 inch";"150 inch";"1,2 Kg";"24 Maanden";"Ingebouwde batterij ";"Geen HDMI kabel meegeleverd"
161775563;"Valerion VisionMaster Pro 2";255118;0850067089049;255118;"Home Cinema";"3840 x 2160    4K UHD";"3000 ISO Lumen";"15.000:1 ";"0.9:1 – 1.5:1";Laser;30.000;"Horizontaal 30 °,  Verticaal 30 °.";Ja;"16:9 - 21:9";"three HDMI ports (two HDMI 2.1, one HDMI 2.0 with eARC), two USB-A ports (one 3.0, one 2.0), an RJ45 Ethernet port, 3.5mm analog audio out, and a S/PDIF optical digital audio port";"4 ms";"26 dB";Ja;"26x28x21 cm";"70 inch";"200 inch";"7,5 Kg";"36 Maanden";"Strak design";"Geen Accu "
161776327;"Valerion VisionMaster MAX";255348;0850067089032;255348;"Home Cinema";"3840 x 2160    4K UHD";"3500 ISO Lumen";"50000:1 Dynamic IRIS contrast";"0.9:1 – 1.5:1";Laser;30.000;"Horizontaal 30 °,  Verticaal 30 °.";Ja;"16:9 - 21:9";"three HDMI ports (two HDMI 2.1, one HDMI 2.0 with eARC), two USB-A ports (one 3.0, one 2.0), an RJ45 Ethernet port, 3.5mm analog audio out, and a S/PDIF optical digital audio port";"4 ms";"26 dB";Ja;"26x28x21 cm";"70 inch";"200 inch";"7,5 Kg";"36 Maanden";"Strak design";"Geen Accu "
161779264;"BenQ LW650";BNQ-9H.JS677.13E;4718755092145;BNQ-9H.JS677.13E;"Kantoor, School en Thuis";"1280 x 800 WXGA";"4000 ANSI Lumen";"20.000:1 ";1.4:1;LCD;10.000;"Horizontale en verticale keystone";"Ja (Apps middels Dongle of Chromecast)";"16:10 ";"two HDMI 2.0 (HDCP 2.2) ports, a USB-C port with DisplayPort (DP Alt Mode) and 5V/1A power delivery, and dual USB Type-A ports";"45 ms";30dB;"Nee (middels Dongle of Chromecast)";"26x27x16 cm";"70 inch";"200 inch";4,5Kg;"36 Maanden";"Eenvoudig op te zetten";"Geen HDMI kabel meegeleverd"
161781910;"BenQ LH600ST+";BNQ-9H.JS477.1LE;4718755094989;BNQ-9H.JS477.1LE;"Kantoor, School en Thuis";"1920 x 1080 FULL HD";"3000 ANSI Lumen";"20.000:1 ";1.2:1;LED;20.000;"Horizontale en verticale keystone";"Nee (middels Dongle of Chromecast)";"16:9 - 16:10";"HDMI: 2x HDMI 1.4a (HDCP 1.4) USB Type A: 2x USB 2.0 ports 1x USB Type A (for 1.5A power supply/Wi-Fi dongle) 1x USB Type A (for 1.5A power/firmware upgrades) RS232 In: 1x D-sub 9pin (male) Audio Out: 1x 3.5mm Mini Jack";"40 ms";"32 dB";"Ja (Apps middels Dongle of Chromecast)";"26x27x16 cm";"70 inch";"200 inch";"3,5 Kg";"36 Maanden";"Zwarte uitvoering";"Apps middels Google Streamer "
161877143;"Hisense L9Q - 4K UHD - Ultra Short Throw - 5000 lumen ";L9Q;6942351422992;L9Q;"Thuisbioscoop, woonkamer, films, series en gaming";"4K Ultra HD (3840 × 2160)";"5000 ANSI Lumen";"5.000:1 ";"0,18:1 – Ultra Short Throw";"DLP, RGB Triple Laser – LPU® Digital Laser Engine 2.0";30.000;"Horizontale en verticale keystone";Ja;16:9;"4x HDMI (2x HDMI 2.1 met ALLM, 2x HDMI 2.0 waarvan 1x eARC/CEC), 1x USB 3.0, 1x USB 2.0, 1x USB-C 3.0 (data)";"12 ms";"26 dB";"Ja – 2,4 GHz / 5 GHz";"62,4 x 31,7 x 16,6 cm";"70 inch";"200 inch";"12,7 Kg";"36 Maanden";"VIDAA U7 smart platform met populaire streamingdiensten en Apple AirPlay";"Voor het beste resultaat adviseren wij een ALR-scherm"
161877749;"XGIMI Titan - 4K UHD - Normal Throw - 5000 lumen ";XR03B;6935670512888;XR03B;"Home Cinema";"3840 x 2160    4K UHD";"5000 ISO Lumen";"5.000.000:1 ";"1,2 - 1,8:1";"Dual Laser (Dual Light 2.0), levensduur 30.000 uur";30.000;"Automatische horizontale en verticale keystone + autofocus + automatische lens shift";Ja;16:9;"Twee HDMI-poorten voor het aansluiten van gameconsoles, mediaspelers of streamingapparaten en USB 3.0-poorten voor externe opslagapparaten tot 2 TB. Daarnaast ondersteunt de projector 5 GHz Wi-Fi voor draadloze netwerkverbindingen en Bluetooth voor het ko";"19 ms";"32 dB";"Ja WiFi 6 Dual Band";"44,1 x 34,5 x 15,8 cm";"70 inch";"250 inch";"11,5 Kg";"24 Maanden";"5000 ISO lumen 4K‑weergave voor heldere, levendige beelden overdag";"Geen HDMI kabel meegeleverd"
161957085;"Epson EH-LS970W - 4K UHD - UST - 4000 Lumen";ls970-wit;8715946744674;EPS-V11HB83040;"Home Cinema";"4096 x 2160  Native 4K UHD";"3600 ANSI Lumen";"5.000.000:1 ";"0,16 - 0,40:1";Laser;30.000;"Horizontale en verticale keystone";"Google TV en een native Netflix app";16:9;"drie HDMI-poorten met HDCP 2.3 (waarvan één ARC-aansluiting) en drie USB-poorten.";"12 ms";"27 dB";Ja;"69x34x16 cm";"70 inch";"200 inch";"12,4 Kg";"60 Maanden";"Ingebouwde Google TV en Netflix voor eindeloos entertainment";"Vrij zwaar"
161957885;"Epson EH-LS970B - 4K UHD - UST - 4000 Lumen ";ls970-zwart;8715946744681;" EPS-V11HB83140";"Home Cinema";"4096 x 2160  Native 4K UHD";"3600 ANSI Lumen";"5.000.000:1 ";"0,16 - 0,40:1";Laser;30.000;"Horizontale en verticale keystone";"Google TV en een native Netflix app";16:9;"drie HDMI-poorten met HDCP 2.3 (waarvan één ARC-aansluiting) en drie USB-poorten.";"12 ms";"27 dB";Ja;"69x34x16 cm";"70 inch";"200 inch";"12,4 Kg";"60 Maanden";"Ingebouwde Google TV en Netflix voor eindeloos entertainment";"Vrij zwaar"
162087955;"Formovie Galaxy G1 LED smart - Showroom  model zo goed als nieuw!";6978386830006;6978386830006;;"Home Cinema, Onderweg";"1920 x 1080    Full HD";"320 ANSI Lumen";2.000:1;1,25:1;"DLP® met LED-lichtbron";"20.000 uur";"Automatische trapezecorrectie";"Google TV, Netflix, YouTube, Streaming apps";16:9;"HDMI 2.1, USB 3.0, Audio 3,5 mm jack";"ca. 30–40 ms (niet voor competitief gamen)";28dB;Ja;"22x21x17 cm";"70 inch";"200 inch";4Kg;"24 Maanden";;"Beperkte helderheid (320 lumen), alleen geschikt voor verduisterde ruimtes"
162150707;"Epson EB-815E - 4K - 5000 Lumen - Laser ";TER123RES-Zwart;8715946726540;EPS-V11HA99180;"Zakelijk gebruik";"1920 x 1200  WUXGA (met 4KE Support)";"5000 ANSI Lumen";"2.500.000:1 ";"0,16 - 0,40:1";;;"horizontale en verticale keystone correctie";;"16:9 - 21:9";"Interfaces. USB 2.0-A (2x), USB 2.0 Type B (Service Only), RS-232C, Ethernet interface (100 Base-TX / 10 Base-T), Wireless LAN IEEE 802.11a/b/g/n/ac, HDMI in (2x), HDMI out, HDBaseT, Miracast. Epson iProjection App. Ad-Hoc / Infrastructure. Network Protoc";"19,4 ms";30dB;Ja;"70x35x16 cm";"70 inch";"200 inch";12,5Kg;"36 Maanden";"Werkt met systemen als AMX, Extron, Crestron & Control4";"Geen beugel bijgeleverd"
162155673;"Sony VPL-XW5100/B - 4K - Bravia 7 Projector";TER1234RES-Zwart;4548736171886;" VPL-XW5100/B";"Home Cinema";"3840 x 2160    4K UHD";"2200 ANSI Lumen";"16.000:1 ";" 1.38-2.21:1";"Laser lichtbron met lange levensduur (30.000 uur)";30.000;" Zoom Ratio. Approx. x1.6 · Lens Shift. Vertical +/- 71 %, Horizontal +/- 25 % ";Geen;16:9;"two HDMI 2.1 inputs (HDCP 2.3) supporting 4K/120Hz and Auto Low Latency Mode (ALLM). It also includes an RJ45 Ethernet port, a USB Type-A port for updates, an RS-232C remote port, a 12V DC trigger, and an IR input, supporting modern 4K/120fps gaming and h";"12 ms";"24 dB";"Nee (middels Dongle of Chromecast)";"46x18x20 cm";"70 inch";"200 inch";"13,0 Kg";"36 Maanden";"4K tot 120 Hz en lage input lag";"Geen HDMI kabel meegeleverd"
162155939;"Sony VPL-XW5100/W - 4K - Bravia 7 Projector ";TER1234RES-Wit;4548736162471;" VPL-XW5100/W";"Home Cinema";"3840 x 2160    4K UHD";"2200 ANSI Lumen";"16.000:1 ";" 1.38-2.21:1";"Laser lichtbron met lange levensduur (30.000 uur)";30.000;" Zoom Ratio. Approx. x1.6 · Lens Shift. Vertical +/- 71 %, Horizontal +/- 25 % ";Geen;16:9;"two HDMI 2.1 inputs (HDCP 2.3) supporting 4K/120Hz and Auto Low Latency Mode (ALLM). It also includes an RJ45 Ethernet port, a USB Type-A port for updates, an RS-232C remote port, a 12V DC trigger, and an IR input, supporting modern 4K/120fps gaming and h";"12 ms";"24 dB";"Nee (middels Dongle of Chromecast)";"46x18x20 cm";"70 inch";"200 inch";"13,0 Kg";"36 Maanden";"4K tot 120 Hz en lage input lag";"Geen HDMI kabel meegeleverd"
162201065;"Optoma UZ38X - 4K - 3800 Lumen - Gaming - Normal Throw";;5055387600386;12277826;"Home Cinema";"3840 x 2160    4K UHD";"3800 ISO Lumen";"1.500.000:1 ";"1,21 - 1,59 :1";"Laser lichtbron ";"30.000 uur";"Horizontale en verticale keystone";Geen;16:9;" Inputs 2 x HDMI 2.0 ; Outputs 1 x Audio 3.5mm, 1 x S/PDIF, 1 x USB-A power 1.5A ; Control 1 x RS232, 1 x 12V trigger";"4,6 ms";30dB;"Nee (middels Dongle of Chromecast)";"23,8 x 21,5 x 13.0 cm";"70 inch";"200 inch";"3,4 Kg";"36 Maanden";"Filmmaker modus voor realistische weergave";test
162202881;"Optoma UHZ68LV-W - 4K - 5000 lumen - Laser Projector ";UHZ68-Wit;5055387669291;12246240;"Home Cinema & Gamen";"3840 x 2160    4K UHD";"5000 ANSI Lumen";" 3,200,000:1";"1.2:1 ~ 1.92:1";DLP;30.000;"Horizontale en verticale keystone";✅;16:9;"3 x HDMI 3 x USB Type-A 1x 3,5 mm mini jack uitgang 1 x netwerk aansluiting";8.50ms;"31 dB";Nee;"49,8x17,1x33,1 cm";"70 inch";"200 inch";"9,2 Kg";"36 Maanden";"5000 ANSI Lumen";"Geen ingebouwde Smart TV"
162240773;"XGIMI Mogo 4 FC26 Match Night - Full HD - LED - 450 Lumen ";;6935670513731;WK08K-3;"Home Cinema & Onderweg";"1920 x 1080 FULL HD";"550 ISO Lumen";"1.000:1 ";1.2:1;"LED-lichtbron met lange levensduur tot 30.000 uur";30.000;"Horizontale en verticale keystone";Ja;16:9;"HDMI (ARC) and USB-A, plus USB-C with Power Delivery";"22 ms";30dB;Ja;"20x09x09 cm";"70 inch";"200 inch";"1,3 Kg";"36 Maanden";"Strak design";"Niet geschikt voor in de zon"
